2010/05/2003,9.49,1.67,22.3,0.32,20.2,33.575,4.52
2004/11/2009,18.96,0.46,1.4,0,0,33.511,5.54
2004/11/2008,18.1,0.47,2,0,0,33.469,5.69
2004/11/2010,19.55,0.44,1,0,0,33.564,5.44
2004/11/2013,10.82,2.79,37.8,0.02,28.8,33.803,1.17
2004/11/2012,19.59,0.44,2,0,0,33.564,5.41
2004/11/2014,11.1,2.62,33.9,0.02,27.8,33.696,1.49
2004/11/2017,12.85,0.79,6,0.08,4.7,33.56,5.3
2004/11/2016,11.16,2.37,30,0.03,24.9,33.647,1.99
2005/07/2011,17.21,0.41,2.7,0.01,0,33.576,5.85
2005/04/2019,17.35,0.44,2,0,0,33.682,5.51
2005/01/2014,13.24,1.86,18,0.03,18.7,33.931,2.5
2005/01/2008,13.18,0.62,4.2,0.08,1.4,33.594,5.63
2005/01/2005,10.6,2.09,27.6,0.02,23.2,33.698,2.52
2005/01/2005,11.08,1.92,22.8,0.03,21,33.661,2.77
2005/01/2004,12.09,1.39,14,0.13,14,33.627,3.86
2005/01/2006,10.37,2.37,31.9,0.01,25.3,33.736,2.14
2005/01/2007,20.38,0.42,2,0,0,33.684,5.33
2005/01/2010,19.04,0.38,2,0,0,33.622,5.68
2005/01/2009,14.75,0.56,4,0.03,0.2,33.582,5.81
2005/01/2012,20.53,0.35,2,0,0,33.686,5.39
2005/01/2011,20.53,0.35,2,0,0,33.689,5.37
2005/01/2013,13.04,2.68,32,0.07,25.1,34.205,0.96
2005/01/2018,9.68,2.35,34,0.03,27.1,34.161,2.2
2005/01/2016,19.4,0.49,10,0.01,0,34.012,6.12
2005/01/2015,14.15,1.54,16,0.66,13.2,33.873,3.76
2005/01/2017,20.49,0.63,11,0.01,0,34.037,6.29
2005/04/2016,11.81,1.45,18,0.04,16.8,33.743,3.03
2005/04/2015,13.96,0.75,6.9,0.07,5.2,33.719,4.02
2005/01/2019,9.7,2.32,33.4,0.03,26.8,34.143,2.24
2005/04/2017,10.19,2.42,36.8,0.08,26.8,33.836,1.66
2005/04/2017,10.85,2,25,0.02,21.3,33.77,2.62
2005/04/2018,22,0.33,3,0.01,0,34.068,5.64
2005/05/2001,9.75,2.74,41.3,0.01,28.5,33.877,1.28
2005/04/2023,10.69,2.38,30.2,0.02,25.3,33.787,1.93
2005/04/2021,19.03,0.45,2,0,0,33.6,5.49
2005/04/2020,17.24,0.44,2,0,0,33.676,5.59
2005/04/2019,16.11,0.48,2,0,0,33.698,5.21
2005/04/2022,19.43,0.47,2,0,0,33.588,4.97
2005/04/2027,15.26,0.68,4,0.06,0.8,33.714,5.62
2005/04/2025,19.44,0.47,2,0,0,33.583,5.27
2005/04/2024,10.19,2.44,33.8,0.03,26.2,33.814,1.87
2005/04/2026,10.96,2.18,26.2,0.04,23.4,33.762,2.23
2005/04/2029,18.95,0.45,2,0,0,33.668,5.77
2005/04/2028,11.89,1.82,18.3,0.24,18.6,33.74,3.05
2005/04/2030,20.38,0.44,2,0,0,33.689,5.34
2005/07/2007,12.51,2,29.8,0.06,21.3,34.245,1.86
2005/07/2004,12.5,2.88,38.5,0.04,28,34.321,0.36
2005/07/2002,22.38,0.51,2,0,0,33.927,5.15
2005/07/2001,22.61,0.47,2,0,0,34.07,5.09
2005/07/2003,20.03,0.5,2,0,0,33.807,5.55
2005/07/2005,12.69,2.53,36.9,0.05,26.5,34.279,0.82
2005/07/2006,12.5,2.19,35,0.06,22.9,34.252,1.53
2005/07/2009,12.46,1.62,17.7,0.05,14.2,34.116,3.29
2005/07/2008,13.7,0.57,5.2,0.09,1.7,33.826,5.39
2005/07/2010,16.09,0.44,2,0.01,0,33.457,5.93
2005/11/2014,12.31,3.02,34.6,0.01,29.9,34.208,1.32
2005/07/2017,15.94,0.44,2.1,0.01,0,33.477,5.92
2005/07/2014,14.62,2,19.5,0.1,18.1,34.114,2.11
2005/07/2013,14.58,2.05,20,0.09,18.8,34.129,1.99
2005/07/2012,18.95,0.37,4.7,0.01,0,33.75,5.77
2005/07/2013,21.71,0.37,8,0.01,0,33.968,5.4
2005/07/2016,17.9,0.65,5,0.17,0.2,33.911,4.96
2005/07/2015,15.47,0.98,9,0.38,4.7,33.825,4.51
2005/11/2010,22.2,0.51,4,0,0,33.84,5.16
2005/11/2006,13.15,0.85,9.6,0,4.8,33.651,4.36
2005/11/2005,15.11,0.62,6.1,0.02,0.2,33.623,6.15
2005/11/2004,14.05,0.68,7,0.14,2.2,33.637,5.18
2005/11/2008,18.61,0.57,5.1,0,0,33.705,5.93
2005/11/2007,12.23,2.04,23.9,0,20.8,33.684,2.08
2005/11/2009,21.9,0.52,4.1,0,0,33.827,5.25
2005/11/2012,11.51,3.26,40,0,29.2,34.669,0.17
2005/11/2011,11.55,3.22,39.5,0,29,34.649,0.19
2005/11/2013,22.22,0.42,3,0,0,33.839,5.12
2005/11/2021,11.82,3.14,37.7,0,30.3,34.367,1.01
2005/11/2017,16.43,0.54,2,0,0,33.697,5.9
2005/11/2015,12.84,2.25,24,0.29,22.7,34.041,2.2
2005/11/2016,13.71,1.06,9.7,0.05,8.4,33.871,4.73
2005/11/2019,17.07,0.51,2,0,0,33.643,5.94
2005/11/2018,16.31,0.54,2,0,0,33.704,5.9
2005/11/2020,17.62,0.49,2,0,0,33.71,5.92
2006/02/2005,12.89,0.28,1,0,0,33.573,7.58
2006/02/2004,13.1,0.3,1,0,0,33.521,7.42
2006/02/2004,13.1,0.3,1,0,0,33.521,7.42
2006/02/2007,11.48,1.99,25.9,0.02,23.2,33.561,2.04
2006/02/2006,12.87,0.28,1,0,0,33.579,7.6
2006/02/2008,12.06,1.46,16.2,0.02,16.4,33.627,3.3
2006/02/2007,10.21,1.82,11,0.11,13.9,33.74,4.07
2008/08/2018,13.02,0.5,3,0,1.6,33.53,6.21
2007/04/2008,12.16,0.44,2,0,1.5,33.009,6.27
2006/10/2026,11.63,0.9,9.4,0.18,9.9,33.475,6.01
2006/04/2012,11.82,0.8,2,0.16,6.9,33.343,6.75
2006/04/2004,8.93,2.46,42,0.25,26.7,33.92,2.23
2006/02/2017,20.75,0.4,1,0,0,33.801,5.31
2006/02/2013,18.9,0.4,1,0,0,33.992,5.57
2006/02/2011,18.61,0.42,1,0,0,34.114,5.58
2006/02/2010,17.16,0.42,2,0,0,33.855,5.53
2006/02/2012,18.33,0.2,1.1,0,0,34.021,5.62
2006/02/2015,20.33,0.42,2,0,0,33.785,5.34
2006/02/2014,19.6,0.41,1.6,0,0,33.871,5.46
2006/02/2016,10.53,2.81,40.3,0.01,27,33.874,0.63
2006/04/2001,9.73,2.1,23,0.13,20.6,33.79,3.54
2006/02/2019,11.93,2.69,34.1,0.01,27.8,33.755,0.82
2006/02/2018,11.08,2.76,36,0.01,27.6,33.793,0.96
2006/02/2020,12.02,2.51,30.4,0.03,25.9,33.718,1.29
2006/04/2003,9.11,2.17,34.5,0.19,26,33.868,2.79
2006/04/2002,9.12,2.15,34,0.19,26,33.865,2.82
2006/04/2008,8.77,2.01,33.4,0.06,25.4,33.704,3.07
2006/04/2006,13.43,0.77,1,0.13,5.7,33.546,6.35
2006/04/2005,13.45,0.77,1,0.12,5.7,33.547,6.42
2006/04/2005,13.45,0.77,1,0.12,5.7,33.547,6.42
2006/04/2006,13.43,0.77,1,0.13,5.7,33.546,6.36
2006/04/2007,10.02,1.79,23,0.16,17.9,33.652,3.93
2006/04/2007,12.47,0.89,3.8,0.11,6.3,33.553,6.18
2006/04/2008,9.36,1.99,30.6,0.14,24,33.677,3.39
2006/04/2010,13.56,0.5,0,0.12,5.5,33.339,6.68
2006/04/2009,8.26,2.12,39.6,0.02,27.4,33.76,2.8
2006/04/2009,8.42,2.04,36.1,0.03,26.5,33.732,2.92
2006/04/2010,7.84,2.34,45.8,0.01,29.1,33.821,2.25
2006/04/2011,13.51,0.5,0.1,0.11,5.5,33.338,6.7
2006/04/2011,13.57,0.5,0,0.11,5.4,33.339,6.7
2006/04/2012,12.74,0.61,1.2,0.13,6.3,33.336,6.73
2006/07/2014,15.86,0.3,2,0,0.6,32.813,6.29
2006/04/2018,13.5,0.58,2,0.01,5.1,33.341,6.39
2006/04/2016,8.43,2.06,38.1,0,26.3,33.579,2.81
2006/04/2014,9.47,1.76,27.5,0.23,21.2,33.393,4.12
2006/04/2013,11.56,0.9,4.5,0.17,8.3,33.348,6.51
2006/04/2015,8.68,1.93,34.8,0,25.3,33.514,3.04
2006/04/2017,8.16,2.19,41.4,0,27.3,33.647,2.66
2006/07/2010,12.35,0.28,2.1,0.01,0,32.931,6.47
2006/07/2009,15.84,0.3,2,0.01,0,32.872,5.78
2006/07/2008,15.85,0.3,2,0.01,0,32.835,6.37
2006/07/2012,15.85,0.3,2,0.01,0,32.811,6.3
2006/07/2011,10.84,0.33,2.9,0.02,0,33.005,6.16
2006/07/2013,15.85,0.3,2,0.01,0.1,32.811,6.3
2006/07/2022,10.47,1.21,16,0.04,14,33.488,5.86
2006/07/2018,8.5,1.97,35.7,0,28,33.636,3.25
2006/07/2016,7.95,2.28,45.8,0,32.9,33.762,2.12
2006/07/2015,8.23,2.06,39.7,0,29.8,33.677,2.88
2006/07/2017,15.86,0.3,2,0,0.6,32.813,6.29
2006/07/2020,10.39,1.23,16.6,0.04,14.4,33.489,5.8
2006/07/2019,8.93,1.88,32.3,0.04,26.2,33.596,3.72
2006/07/2021,9.41,1.78,29.9,0.14,24.4,33.557,4.24
2006/10/2022,9.54,0.95,13.6,0.03,12.2,33.151,5.08
2006/07/2024,13.4,0.58,3,0.02,5.1,33.34,6.52
2006/07/2023,11.95,0.88,9.2,0.03,9.2,33.393,6.27
2006/10/2021,10.13,0.6,6.7,0.04,5.3,33.078,5.6
2006/10/2024,14.45,0.3,4,0,3.1,33.416,6.4
2006/10/2023,15.6,0.39,3,0,1.4,33.39,6.29
2006/10/2025,12.98,0.56,6.2,0.08,6.3,33.441,6.23
2007/01/2025,14.13,0.5,1,0.03,1.8,33.254,6.25
2007/01/2013,9.13,1.61,27.3,0,22.9,33.771,3.65
2006/11/2003,15.74,0.44,3,0,1.3,33.283,6.2
2006/10/2030,9.45,1.84,30.7,0,25.7,33.618,3.01
2006/10/2028,10.29,1.26,18.3,0.24,16.4,33.562,4.71
2006/10/2027,10.3,1.24,18,0.25,16.1,33.561,4.77
2006/10/2029,10.07,1.67,25.4,0.03,22.5,33.59,3.55
2006/11/2001,8.24,1.85,36.9,0,27.8,33.679,3.25
2006/10/2031,8.74,1.85,34.3,0,27,33.648,3.08
2006/11/2002,15.74,0.44,3,0,1.3,33.283,6.2
2006/11/2005,13.96,0.39,4,0,1.5,33.264,6.32
2006/11/2004,14.39,0.39,3.7,0,1.5,33.267,6.31
2007/01/2019,10.11,1.44,21,0.07,20,33.662,4.22
2007/01/2016,9.33,1.57,26,0,22.5,33.742,3.72
2007/01/2014,8.91,1.66,29,0,23.5,33.813,3.55
2007/01/2015,8.76,1.76,31.9,0,25.1,33.873,3.25
2007/01/2018,10.86,1.21,15,0.26,15.4,33.591,4.94
2007/01/2022,11.87,0.83,5,0.16,7.3,33.431,6.19
2007/01/2021,11.03,1.14,12.8,0.25,13.8,33.567,5.26
2007/01/2020,9.84,1.49,22.8,0.05,21.1,33.687,4.02
2007/01/2023,12.91,0.57,1.3,0.08,2.5,33.253,6.05
2007/01/2024,15.08,0.44,1,0.02,1.5,33.275,6.42
2007/01/2031,12.79,0.6,6.4,0.06,4.6,33.32,6.04
2007/01/2028,10.18,1.4,20.4,0.13,18.7,33.498,4.63
2007/01/2027,15.44,0.41,1,0.01,0.9,33.228,6.07
2007/01/2026,13.03,0.55,1,0.07,2.1,33.235,6.04
2007/01/2029,9.57,1.62,25.7,0.02,22.6,33.54,3.77
2007/01/2030,9.26,1.88,32,0,25.7,33.583,2.82
2007/04/2004,9.54,1.09,15.9,0.07,14.3,33.374,4.84
2007/03/2028,9.22,1.24,20,0,17.6,33.565,4.43
2007/02/2001,11.65,0.91,10,0.16,9.2,33.428,5.57
2007/04/2002,9.27,1.82,31,0,25.8,33.812,3.4
2007/03/2029,9.24,1.57,26.2,0,22.3,33.714,3.86
2007/04/2003,8.98,1.87,34.6,0,27.5,33.882,2.93
2007/04/2006,10.67,0.44,4,0.21,1.6,32.894,6.11
2007/04/2005,9.88,0.97,13,0.13,11.5,33.226,5.15
2007/04/2007,13.69,0.41,1.1,0,0.7,33.058,6.4
2007/11/2017,15.58,0.3,2,0,0,33.107,5.85
2007/07/2009,7.93,2.15,44.4,0,31.3,34.018,2.34
2007/04/2029,8.42,1.77,35,0,26.2,33.944,3.25
2007/04/2024,8.16,2.04,42,0,29.7,34.022,2.93
2007/04/2013,7.75,2.21,47,0,31.8,34.021,2.56
2007/04/2010,13.86,0.41,1,0,0.6,33.061,6.41
2007/04/2009,10.77,0.44,3.7,0.19,1.6,32.898,6.13
2007/04/2011,14.72,0.39,1.3,0,0.2,32.986,6.24
2007/04/2014,15.96,0.3,2,0,0,32.865,5.86
2007/04/2015,15.33,0.36,2,0,0,32.875,5.97
2007/04/2028,8.7,1.79,33,0,25.8,33.896,3.15
2007/04/2025,7.91,2.14,45.1,0,31,34.021,2.7
2007/07/2002,9.65,1.02,13.3,0,11.5,33.075,5.18
2007/06/2029,8.44,1.65,30.8,0,24.2,33.305,3.84
2007/06/2028,9.21,1.26,18.8,0,17,33.148,4.66
2007/06/2030,16.12,0.3,2,0,0,33.108,5.78
2007/07/2001,16.12,0.3,2,0,0,33.108,5.78
2007/07/2006,15.61,0.33,1,0,0,32.841,6.01
2007/07/2004,12.21,0.35,1.9,0,0,32.944,6.46
2007/07/2003,10.45,0.69,7.3,0,5.1,33.008,5.88
2007/07/2005,15.76,0.31,1.5,0,0,32.841,5.93
2007/07/2008,7.84,2.15,45,0,31.5,34.016,2.37
2007/07/2007,15.92,0.28,2,0,0,32.841,5.86
2007/07/2008,16.68,0.28,2,0,0,32.847,5.87
2007/11/2008,15.97,0.28,2,0,0,33.075,5.61
2007/07/2012,8.75,2.04,39,0,29.7,33.974,2.56
2007/07/2010,8.69,2.06,39.6,0,29.9,33.985,2.5
2007/07/2011,8.31,2.15,42,0,30.6,34.017,2.26
2007/11/2005,15.59,0.33,2,0,0,33.111,5.73
2007/11/2003,15.16,0.32,2.1,0,0,33.118,5.73
2007/07/2013,8.92,1.88,35,0,27.6,33.89,2.87
2007/11/2004,12.49,0.28,3,0,0,33.163,5.74
2007/11/2006,15.96,0.29,2,0,0,33.082,5.63
2007/11/2007,15.97,0.28,2,0,0,33.075,5.61
2007/11/2013,10.06,1.38,19.2,0.03,17.1,33.343,4.17
2007/11/2010,9.09,2.17,38.8,0.03,29.1,33.565,2.09
2007/11/2009,15.96,0.3,2,0,0,33.072,5.64
2007/11/2012,9.73,1.75,27.4,0,23,33.414,3.13
2007/11/2011,15.96,0.3,2,0,0,33.072,5.64
2007/11/2015,13.53,0.28,2.1,0,0,33.151,6.18
2007/11/2014,10.98,0.87,10.5,0.03,8.5,33.275,5.24
2007/11/2016,12.49,0.38,3.8,0.01,0.2,33.211,5.96
2008/01/2029,18.15,0.17,0,0,0,33.61,6.3
2008/01/2019,16.92,0.22,0.5,0,0,33.608,6.49
2008/01/2011,11.42,1.05,14,0.23,11.4,33.584,4.72
2008/01/2007,9.97,1.46,22.3,0.08,19.9,33.615,3.77
2007/11/2018,15.85,0.3,2,0,0,33.107,5.82
2008/01/2009,9.16,1.95,32.8,0,27,33.695,2.73
2008/01/2008,9.5,1.75,27.7,0,24.1,33.654,3.11
2008/01/2010,8.83,2.04,36.8,0,28.7,33.737,2.6
2008/01/2014,18.82,0.22,1,0,0,33.686,5.65
2008/01/2012,12.16,0.65,7.4,0.12,4.9,33.609,5.96
2008/01/2013,14.16,0.3,2,0,0,33.634,6.66
2008/01/2016,10.39,1.59,21.8,0.12,20.4,33.631,3.53
2008/01/2015,9.08,2.23,38.7,0,30.6,33.703,2.09
2008/01/2018,12.81,0.86,10.5,0.08,7.9,33.614,5.14
2008/01/2024,17.75,0.19,0,0,0,33.612,6.45
2008/01/2022,9.27,2.12,34.7,0.03,29.1,33.675,2.38
2008/01/2020,9.56,1.95,29.4,0.08,26.5,33.651,2.77
2008/01/2021,8.87,2.5,43.9,0,33.1,33.772,1.61
2008/01/2023,15.77,0.25,1,0,0,33.604,6.53
2008/01/2026,12.19,0.37,4.7,0.12,1.1,33.212,5.52
2008/01/2025,9.54,1.01,15.1,0,13.5,33.322,4.49
2008/01/2027,10.92,0.66,9,0.08,6.6,33.265,5.03
2008/04/2007,14.08,0.72,2,0.09,5.7,33.55,6.37
2008/03/2031,9.71,1.66,28,0,23.5,33.89,3.26
2008/03/2027,13.11,0.77,6,0,6.5,33.49,5.64
2008/03/2026,15.06,0.36,1,0,0,33.58,6.59
2008/03/2025,15.12,0.55,1,0,0,33.58,6.63
2008/03/2029,8.62,2.35,47,0,32.2,34.21,1.65
2008/03/2028,10.75,1.1,12,0,13,33.39,5.02
2008/03/2030,8.95,2.15,41,0,30.2,34.15,2.15
2008/04/2004,9.28,1.99,36,0,27.7,34.03,2.4
2008/04/2002,10.5,1.35,21,0,18.6,33.74,3.83
2008/04/2001,16.35,0.14,0,0,0,33.6,6.29
2008/04/2003,9.05,2.1,40,0,29.6,34.12,2.2
2008/04/2006,15.78,0.22,0,0,0,33.61,6.52
2008/04/2005,10.78,1.24,19,0,15.9,33.66,4.26
2008/04/2007,8.58,2.1,39.9,0,29.8,33.78,2.48
2008/04/2025,10.36,1.41,18,0.09,16.8,33.65,4.72
2008/04/2023,13.18,0.8,2,0.09,6.5,33.55,6.62
2008/04/2008,15.66,0.22,0,0,0,33.59,6.5
2008/04/2008,12.61,0.55,5,0,3.4,33.59,5.89
2008/04/2024,11.18,1.19,11,0.07,12.9,33.59,5.39
2008/08/2015,11.24,0.58,5,0.07,3.5,33.54,6.1
2008/08/2014,10,1.05,11,0.06,9,33.76,5
2008/08/2016,18.56,0.22,1,0,0,33.62,6.01
2008/08/2017,18.07,0.22,2,0,0,33.59,6
2009/03/2022,15.66,0.3,1,0,0,33.53,6.16
2009/01/2013,8.61,2.24,44,0,31.2,34.17,1.97
2008/10/2024,17.6,0.28,1,0,0,33.62,6
2008/08/2029,8.39,1.63,32,0,24.9,33.91,3.66
2008/08/2026,16.35,0.3,2,0,0,33.13,5.77
2008/08/2022,17.8,0.17,2,0,0,33.56,6.57
2008/08/2020,10.99,0.52,22,0,6.2,33.72,3.74
2008/08/2019,16.24,0.44,3,0,0.8,33.59,6.13
2008/08/2021,17.84,0.17,2,0,0,33.56,6.52
2008/08/2024,8.58,1.93,35,0,27.8,33.97,2.94
2008/08/2023,13.23,1.08,11,0,6.2,33.58,5.04
2008/08/2025,9.29,1.21,19,0,15.6,33.7,4.53
2008/08/2028,7.83,1.96,43,0,29.6,33.97,3.09
2008/08/2027,15.75,0.28,2,0,0,33.12,5.95
2008/10/2018,11.63,0.77,9,0.16,7.1,33.45,5.21
2008/10/2015,9.31,1.9,32,0,26.9,34.02,2.84
2008/10/2014,10.88,1.35,18,0.07,16.7,33.62,3.75
2008/10/2016,8.85,2.01,36,0,28.6,34.04,2.67
2008/10/2017,19.19,0.22,2,0,0,33.58,5.68
2008/10/2021,8.84,2.04,36,0,28.3,34.05,2.6
2008/10/2019,16.67,0.25,1,0,0,33.5,6.36
2008/10/2020,10.8,1.38,18,0.12,17.2,33.63,3.88
2008/10/2023,13.16,0.63,8,0.11,4.5,33.53,5.61
2008/10/2022,8.37,2.32,44,0,31.6,34.12,1.98
2008/10/2030,19.01,0.22,0,0,0,33.57,5.95
2008/10/2028,11.15,1.19,15,0.1,13.8,33.54,4.37
2008/10/2026,9.37,1.99,33,0,26.7,34.01,2.69
2008/10/2025,19.18,0.25,1,0,0,33.64,5.44
2008/10/2027,9.21,2.15,37,0,27.9,34.1,2.36
2008/10/2029,12.12,1.57,10,0.19,6.8,33.49,4.67
2009/01/2011,17.71,0.22,1,0,0,33.62,5.91
2009/01/2008,8.69,2.15,41,0,29.7,34.09,2.42
2009/01/2008,10.65,1.38,20,0.02,17.8,33.62,3.92
2009/01/2009,8.29,2.48,48,0.01,33,34.16,1.89
2009/01/2010,15.66,0.33,1,0,0,33.52,6.13
2009/01/2012,18.28,0.36,1,0,0,33.66,5.82
2009/01/2011,13.45,0.8,9,0.02,6.6,33.47,5.42
2009/03/2014,13.73,0.36,2,0.02,0.4,33.21,6.13
2009/01/2021,11.43,0.66,7,0.06,5.4,33.41,5.69
2009/01/2017,18.22,0.22,2,0,0.1,33.62,6.06
2009/01/2015,10.76,1.35,19,0.14,17.1,33.66,3.84
2009/01/2014,13.15,0.83,10,0.17,7.3,33.58,5.22
2009/01/2016,8.86,2.1,39,0,29,34.03,2.43
2009/01/2019,9.09,2.15,37,0,29.5,34.1,2.35
2009/01/2018,19.46,0.3,0,0,0,33.61,5.79
2009/01/2020,9.45,1.96,31,0,26.6,34.03,2.71
2009/03/2011,16.25,0.3,2,0,0,33.15,5.7
2009/01/2023,17.5,0.25,1,0,0,33.56,5.87
2009/01/2022,12.78,0.28,2,0,0,33.46,6.22
2009/03/2009,14.89,0.3,2,0,0,33.18,5.84
2009/03/2008,15.68,0.28,2,0,0,33.11,5.71
2009/03/2010,10.12,0.83,11,0.01,9,33.4,5.11
2009/03/2012,8.5,1.68,32,0.01,25.7,33.88,3.56
2009/03/2013,9.39,1.1,16,0.01,14.5,33.55,4.68
2009/03/2018,8.04,2.07,42,0,30,34.01,2.82
2009/03/2016,15.2,0.33,2,0,0,33.15,5.33
2009/03/2015,9.29,1.55,24,0.01,21.8,33.67,3.86
2009/03/2014,13.28,0.47,2,0.06,1.5,33.24,6.02
2009/03/2015,8.58,1.93,35,0,28.2,33.94,3.04
2009/03/2017,14.87,0.36,1,0.02,0.2,33.27,6.16
2009/03/2016,15.18,0.28,2,0,0,33.15,6.12
2009/03/2017,14.65,0.28,2,0,0,33.16,6.12
2009/03/2017,13.91,0.33,2,0.02,0.3,33.24,6.06
2009/03/2020,13.65,0.69,5,0.02,4.3,33.53,5.68
2009/03/2019,8.88,1.82,31,0,24.7,33.87,3.22
2009/03/2018,14.9,0.36,1,0.02,0.1,33.27,6.14
2009/03/2021,15.43,0.3,0,0.01,0.4,33.62,6.26
2009/11/2019,17.22,0.28,2,0,0,33.64,5.52
2009/07/2025,8.7,1.77,33,0,26.8,33.88,3.7
2009/07/2018,14.09,0.33,4,0,1.9,33.92,5.44
2009/07/2016,15.85,0.39,3,0,0,33.6,6.08
2009/07/2015,17.68,0.28,0,0,0,33.6,5.52
2009/07/2015,10.45,0.99,15,0,12.9,33.73,4.89
2009/07/2016,11.28,1.05,11,0.24,9.4,33.52,5.06
2009/07/2017,10.53,1.6,19,0.37,17.8,33.59,3.89
2009/07/2017,17.42,0.3,2,0,0.1,33.35,5.7
2009/07/2022,16.05,0.25,2,0,0,33.09,5.84
2009/07/2020,18.69,0.25,2,0,0.1,33.54,5.55
